Stars,Position,Name,Class,Ht,Wt,Previous School,New School,Season,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM,MPG,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2.0,SG,Christian Ray,RS SO,6-6,210,La Salle,Delaware,2021-22,La Salle,A-10,29,813,11.4,0.49200000000000005,0.485,8.9,18.7,13.7,10.7,1.4,0.8,18.0,11.1,175,105.5,104.8,0.7,0.9,1.6,-1.3,0.2,-1.0,28.0,1.9,4.6,1.4,2.6,0.6,2.0,0.6,1.0,2.3,4.6,6.9,1.6,0.7,0.2,1.1,2.3,5.0
3.0,SG,Antonio Reeves,RS SO,6-5,205,Illinois State,Kentucky,2022-23,Kentucky,SEC,34,948,15.5,0.545,0.515,1.6,7.4,4.4,7.8,0.9,0.7,10.0,26.1,408,113.2,108.3,2.3,0.8,3.1,3.9,-0.1,3.8,27.9,4.9,11.9,2.6,6.0,2.4,5.9,2.1,2.7,0.4,1.7,2.1,1.1,0.4,0.2,1.5,2.1,14.4
3.0,SG,Antonio Reeves,RS SO,6-5,205,Illinois State,Kentucky,2021-22,Illinois State,MVC,33,1151,21.5,0.581,0.545,2.0,9.7,6.0,12.0,1.8,1.4,11.9,28.6,589,112.4,109.6,3.3,0.7,4.0,4.3,-1.5,2.7,34.9,7.2,15.3,4.9,9.4,2.3,5.9,3.4,4.2,0.6,3.0,3.5,1.8,1.1,0.5,2.3,1.8,20.1
2.0,PG,Romar Reid,JR,6-2,182,Manhattan,Saint Michael's,2021-22,Manhattan,MAAC,26,345,5.0,0.495,0.43700000000000006,1.8,7.4,4.6,12.9,0.8,0.0,24.0,14.6,79,91.3,110.6,0.0,0.2,0.2,-4.6,-2.6,-7.2,13.3,0.8,2.4,0.3,0.9,0.5,1.5,0.8,1.0,0.2,0.8,1.0,0.9,0.2,0.0,0.9,1.4,2.9
3.0,SF,Alexis Reyes,RS FR,6-7,195,East Carolina,Quinnipiac,2022-23,Quinnipiac,MAAC,27,301,10.9,0.568,0.5479999999999999,4.5,15.3,10.0,4.8,0.4,1.4,13.6,13.3,74,112.3,104.2,0.4,0.4,0.8,-0.9,-0.8,-1.6,11.1,1.0,2.3,0.5,0.8,0.5,1.5,0.4,0.6,0.4,1.5,2.0,0.3,0.1,0.1,0.4,0.7,2.9
2.0,PG,Juan Reyna,RS FR,6-3,185,Alabama State,Campbell,2022-23,Campbell,Big South,30,479,11.4,0.506,0.467,1.6,7.1,4.4,11.5,2.2,0.3,12.8,20.6,151,100.2,108.1,0.4,0.4,0.8,-2.7,-1.7,-4.4,16.0,1.8,4.6,1.0,2.1,0.7,2.4,1.0,1.3,0.2,0.9,1.1,0.9,0.6,0.0,0.8,1.3,5.3
2.0,PG,Juan Reyna,RS FR,6-3,185,Alabama State,Campbell,2021-22,Alabama State,SWAC,27,589,11.7,0.596,0.552,1.9,6.4,4.2,9.6,1.0,0.2,18.6,20.1,209,105.6,112.7,0.8,0.2,1.0,-0.2,-3.3,-3.5,21.8,2.7,6.4,1.1,2.4,1.6,4.0,1.6,1.8,0.4,1.2,1.6,1.0,0.4,0.0,1.7,1.7,8.7
2.0,C,Jamille Reynolds,RS FR,-11,280,UCF,Temple,2021-22,Central Florida,AAC,25,241,13.6,0.541,0.5,9.7,13.8,11.8,3.4,1.2,5.5,21.1,21.0,81,97.0,101.4,0.2,0.3,0.5,-3.0,0.2,-2.8,9.6,1.2,2.4,1.2,2.4,0.0,0.0,1.0,1.5,0.8,1.2,2.0,0.2,0.2,0.4,0.8,1.2,3.4
2.0,PF,Malachi Rhodes,RS SO,6-8,240,Bucknell,McNeese,2021-22,Bucknell,Patriot,32,411,11.2,0.517,0.505,9.4,27.3,18.8,8.6,1.1,3.0,27.0,21.1,131,87.0,109.9,-0.1,0.2,0.1,-5.7,-2.7,-8.4,12.8,1.5,3.1,1.3,2.6,0.2,0.5,0.7,1.3,0.9,3.0,4.0,0.6,0.3,0.4,1.4,1.8,3.8
2.0,PG,Xavier Rhodes,SR,6-1,170,Florida Southern,Northern Kentucky,2022-23,Northern Kentucky,Horizon,34,958,14.7,0.501,0.489,2.6,8.0,5.1,25.9,4.4,1.1,19.5,18.1,293,102.2,98.5,1.0,1.7,2.7,-2.0,2.6,0.6,28.2,2.9,6.5,2.3,4.9,0.6,1.6,1.3,2.4,0.6,1.7,2.4,3.6,2.0,0.2,1.9,2.5,7.7
2.0,SG,Sir'Jabari Rice,RSSR,6-4,180,New Mexico State,Texas,2022-23,Texas,Big 12,38,962,21.2,0.61,0.555,3.3,12.9,8.2,14.8,2.0,1.5,12.5,24.2,457,119.1,98.5,2.9,1.7,4.6,6.0,3.0,9.0,25.3,4.2,9.0,2.5,4.6,1.7,4.5,3.0,3.4,0.7,2.8,3.5,2.0,0.9,0.3,1.5,2.0,13.0
2.0,SG,Sir'Jabari Rice,RSSR,6-4,180,New Mexico State,Texas,2021-22,New Mexico State,WAC,32,1035,14.3,0.536,0.485,4.1,13.5,9.1,18.5,1.1,1.2,18.5,21.3,393,106.2,98.2,1.7,1.7,3.4,1.3,0.5,1.9,32.3,3.7,9.4,1.9,4.2,1.8,5.2,2.8,3.5,1.1,4.0,5.1,3.1,0.6,0.3,2.5,1.9,11.9
2.0,SG,Will Richard,RS FR,6-4,206,Belmont,Florida,2022-23,Florida,SEC,32,891,18.4,0.645,0.607,4.2,13.3,8.9,5.8,1.9,1.9,8.5,16.2,301,127.4,100.2,2.4,1.4,3.8,4.2,2.8,7.1,27.8,3.5,7.0,1.9,3.0,1.6,4.0,1.9,2.2,1.0,3.5,4.5,0.8,0.9,0.6,0.8,2.1,10.4
2.0,SG,Will Richard,RS FR,6-4,206,Belmont,Florida,2021-22,Belmont,OVC,33,910,21.6,0.588,0.5479999999999999,7.3,18.2,13.1,11.6,2.6,3.4,11.9,21.7,391,117.0,96.1,2.5,1.7,4.2,3.2,0.7,3.9,27.6,4.2,8.9,2.7,4.5,1.4,4.4,2.4,2.9,1.6,4.4,6.0,1.8,1.2,0.8,1.4,1.9,12.1
2.0,SF,Dalen Ridgnal,RS SO,6-7,215,Georgia,Missouri State,2022-23,Missouri State,MVC,31,548,17.3,0.575,0.5489999999999999,8.9,21.0,14.8,5.5,2.1,2.5,11.9,15.0,152,120.7,97.9,1.1,1.0,2.1,1.7,1.0,2.7,17.7,1.7,3.9,0.8,1.5,0.9,2.4,0.6,0.8,1.3,3.0,4.3,0.5,0.6,0.4,0.6,1.4,5.0
2.0,SF,Dalen Ridgnal,RS SO,6-7,215,Georgia,Missouri State,2021-22,Georgia,SEC,28,287,12.3,0.47700000000000004,0.45,6.4,26.5,16.7,7.5,0.8,2.3,8.2,15.2,76,104.5,110.4,0.3,0.1,0.4,1.3,-0.7,0.6,10.3,0.9,2.5,0.4,0.9,0.5,1.6,0.4,0.6,0.5,2.4,2.9,0.4,0.1,0.2,0.3,1.0,2.7
2.0,SG,Anthony Roberts,RS SO,6-4,210,St. Cloud State,Purdue Fort Wayne,2022-23,Purdue-Fort Wayne,Horizon,32,549,18.2,0.59,0.5820000000000001,4.7,10.7,7.6,7.8,3.0,2.6,16.1,21.3,210,107.0,99.0,0.8,0.9,1.8,-0.6,0.2,-0.4,17.2,2.8,5.3,2.1,3.6,0.7,1.8,1.1,1.8,0.7,1.6,2.3,0.7,0.9,0.4,1.2,0.9,7.3
2.0,SG,Anthony Roberts,RS SO,6-4,210,St. Cloud State,Purdue Fort Wayne,2021-22,Stony Brook,AEC,29,858,18.0,0.513,0.467,1.7,14.2,8.0,19.3,1.4,1.0,14.3,32.2,453,100.5,108.8,1.3,0.6,1.9,-0.1,-3.4,-3.5,29.6,5.8,14.1,4.1,8.9,1.6,5.1,3.2,3.9,0.4,3.7,4.2,2.6,0.7,0.3,2.7,2.6,16.3
3.7,PG,C.J. Roberts,RSSR,6-1,190,Lamar,Texas A&M–Commerce,2022-23,Texas A&M-Commerce,Southland,28,582,17.8,0.5479999999999999,0.474,2.5,9.0,5.7,19.8,1.1,0.4,14.5,31.1,308,106.8,112.8,1.3,0.2,1.5,-0.3,-3.8,-4.1,20.8,3.8,8.9,2.8,5.5,0.9,3.4,3.1,3.5,0.4,1.5,1.9,1.9,0.4,0.1,1.8,2.2,11.6
3.7,PG,C.J. Roberts,RSSR,6-1,190,Lamar,Texas A&M–Commerce,2021-22,Lamar,WAC,27,775,13.2,0.484,0.442,1.7,8.0,4.7,20.3,2.2,1.0,16.5,29.5,343,93.1,111.1,0.3,0.4,0.7,-1.5,-2.6,-4.1,28.7,4.7,12.0,3.6,8.3,1.1,3.8,2.9,4.0,0.4,2.0,2.4,2.4,1.1,0.2,2.7,2.7,13.5
2.0,PG,Demetre Roberts,SR,5-8,162,St. Thomas Aquinas,Fairleigh Dickinson,2022-23,Fairleigh Dickinson,NEC,37,1276,18.4,0.544,0.49200000000000005,1.4,9.8,5.3,22.8,2.1,0.5,12.8,25.0,610,113.4,108.9,3.3,1.0,4.3,1.1,-3.0,-1.9,34.5,5.5,12.9,3.7,7.5,1.8,5.4,3.9,4.8,0.4,2.7,3.1,4.2,1.2,0.1,2.2,2.5,16.6
2.0,PG,Terry Roberts,RS SO,6-3,180,Bradley,Georgia,2022-23,Georgia,SEC,29,872,15.2,0.474,0.436,3.0,11.3,7.2,32.7,3.0,0.6,17.9,28.6,399,95.2,105.1,0.5,1.0,1.5,0.7,0.8,1.5,30.1,4.8,12.5,3.5,8.1,1.3,4.4,2.3,3.1,0.8,3.0,3.8,4.0,1.5,0.2,3.0,2.2,13.2
2.0,PG,Terry Roberts,RS SO,6-3,180,Bradley,Georgia,2021-22,Bradley,MVC,31,893,21.1,0.53,0.507,3.5,15.7,9.7,32.0,3.2,2.2,18.3,29.4,458,103.3,93.7,1.7,1.9,3.6,2.9,3.0,5.9,28.8,5.6,12.3,4.3,8.5,1.3,3.7,2.0,2.9,0.9,4.0,4.9,4.1,1.6,0.5,3.1,2.4,14.5
2.0,PG,Tyrell Roberts,RSSR,-11,175,Washington State,San Francisco,2022-23,San Francisco,WCC,34,1207,18.3,0.603,0.57,1.3,9.7,5.6,13.2,2.0,0.2,10.2,21.1,505,121.7,107.9,3.5,1.1,4.5,3.8,0.6,4.4,35.5,5.5,12.0,2.9,5.4,2.6,6.6,2.6,3.1,0.4,2.9,3.3,2.3,1.2,0.1,1.5,1.9,16.2
2.0,PG,Tyrell Roberts,RSSR,-11,175,Washington State,San Francisco,2021-22,Washington State,Pac-12,36,1055,12.1,0.491,0.46,1.6,8.5,4.9,14.2,1.4,0.0,11.5,22.3,385,104.4,102.3,1.5,1.4,2.9,1.2,1.1,2.3,29.3,3.9,10.9,1.6,4.2,2.3,6.7,1.4,1.5,0.4,2.2,2.6,2.0,0.7,0.0,1.5,2.1,11.4
2.0,SG,Caleb Robinson,RS FR,6-5,200,Catawba,Gardner–Webb,2022-23,Gardner-Webb,Big South,31,568,17.8,0.488,0.45399999999999996,10.0,18.6,14.3,5.3,2.2,1.7,9.5,27.1,251,103.3,95.8,0.8,1.2,2.0,-2.7,-1.0,-3.7,18.3,3.2,7.3,3.1,6.6,0.2,0.6,1.8,2.9,1.5,2.8,4.3,0.5,0.7,0.3,0.9,2.5,8.5
4.0,SG,Jaxson Robinson,RS FR,6-7,193,Arkansas,Brigham Young,2022-23,Brigham Young,WCC,33,928,10.6,0.511,0.502,1.5,10.6,6.1,11.8,1.6,2.1,14.8,17.0,266,101.1,102.5,0.7,1.3,2.0,0.6,1.6,2.2,28.1,3.1,8.0,1.2,2.6,1.8,5.4,0.5,0.8,0.4,2.6,2.9,1.8,0.8,0.5,1.5,1.6,8.5
3.5,PF,Shon Robinson,RS SO,6-9,205,San José State,Austin Peay,2021-22,San Jose State,MWC,30,649,16.1,0.56,0.529,4.7,20.6,12.6,12.4,1.9,3.4,19.0,20.5,218,100.3,105.9,0.7,0.6,1.3,-0.6,0.4,-0.2,21.6,2.8,5.8,2.3,3.9,0.5,1.9,1.3,1.8,0.9,3.7,4.6,1.2,0.7,0.7,1.6,1.9,7.5
2.0,SG,Jason Roche,RS FR,6-5,180,The Citadel,Richmond,2022-23,Richmond,A-10,32,572,12.6,0.588,0.565,2.8,7.9,5.4,1.8,0.8,0.4,7.1,17.6,170,112.9,107.4,0.9,0.5,1.5,1.3,-1.3,0.0,17.9,2.0,5.0,0.4,0.8,1.6,4.2,0.6,0.7,0.4,1.2,1.6,0.2,0.3,0.1,0.4,1.1,6.3
2.0,SG,Jason Roche,RS FR,6-5,180,The Citadel,Richmond,2021-22,The Citadel,Southern,31,1121,13.3,0.609,0.579,2.3,9.4,5.9,3.4,1.1,0.6,8.7,16.4,340,116.7,111.0,2.1,0.5,2.6,0.4,-2.2,-1.8,36.2,4.0,10.0,0.5,1.0,3.5,8.9,1.6,1.8,0.7,3.2,4.0,0.7,0.7,0.2,1.0,1.9,13.2
2.0,SG,Luis Rodriguez,RS JR,6-6,210,Ole Miss,UNLV,2022-23,Nevada-Las Vegas,MWC,27,802,16.4,0.514,0.47600000000000003,6.7,16.2,11.2,7.7,3.3,0.7,10.2,19.6,283,108.4,98.2,1.2,1.5,2.7,1.5,1.7,3.2,29.7,3.8,9.3,2.4,4.8,1.3,4.5,1.9,2.3,1.8,4.0,5.7,1.1,1.7,0.1,1.2,2.2,10.7
2.0,SG,Luis Rodriguez,RS JR,6-6,210,Ole Miss,UNLV,2021-22,Mississippi,SEC,32,862,12.7,0.457,0.429,7.2,17.7,12.3,12.7,2.9,1.1,14.2,16.3,237,99.3,99.9,0.6,1.3,2.0,0.3,2.2,2.5,26.9,2.3,6.4,1.3,3.2,1.0,3.2,1.1,1.7,1.7,3.9,5.5,1.8,1.3,0.3,1.2,2.6,6.6
2.0,SG,Colby Rogers,RS SO,6-4,188,Siena,Wichita State,2021-22,Siena,MAAC,28,912,15.1,0.5589999999999999,0.535,1.3,6.7,4.0,9.3,1.2,1.1,11.1,23.2,352,107.4,107.9,1.7,0.7,2.3,1.1,-1.8,-0.7,32.6,5.0,11.7,2.4,5.6,2.6,6.1,1.6,1.9,0.4,1.9,2.2,1.3,0.7,0.4,1.6,2.3,14.1
2.0,PF,James Rojas,RSSR,6-6,223,Alabama,Wichita State,2022-23,Wichita State,AAC,31,791,17.0,0.579,0.502,6.0,20.9,13.8,9.9,2.8,1.7,22.6,23.2,311,101.7,96.1,0.9,1.6,2.5,-1.4,2.2,0.8,25.5,3.2,6.7,2.9,5.4,0.3,1.4,3.5,4.5,1.3,4.9,6.1,1.3,1.2,0.4,2.6,2.9,10.3
2.0,PG,Alec Rosner,SR,6-2,195,Winona State,Western Illinois,2022-23,Western Illinois,Summit,30,1107,14.7,0.562,0.524,1.7,7.7,4.6,11.3,1.6,0.2,8.4,18.2,376,116.4,109.8,2.3,0.8,3.1,-0.5,-2.2,-2.7,36.9,4.3,10.6,1.9,4.1,2.4,6.5,2.4,2.9,0.5,2.4,2.9,2.3,1.0,0.1,1.1,1.4,13.4
2.0,C,Lewis Rowe,SO,-10,260,VMI,New Mexico Junior College,2021-22,Virginia Military Institute,Southern,27,148,8.0,0.431,0.429,8.9,18.8,14.2,18.2,0.4,1.6,29.3,15.5,41,90.9,107.5,0.0,0.1,0.1,-8.0,-2.9,-11.0,5.5,0.4,1.0,0.4,0.8,0.0,0.3,0.1,0.3,0.4,1.0,1.4,0.6,0.0,0.1,0.5,0.6,1.0
2.0,PF,Niko Rocak,RS FR,6-9,220,UC Santa Barbara,UC Davis,2022-23,UC Davis,Big West,32,301,9.0,0.5,0.429,11.2,11.9,11.5,4.1,1.5,1.7,22.8,12.7,72,99.9,102.0,0.2,0.4,0.6,-4.1,-0.5,-4.6,9.4,0.6,1.3,0.6,1.3,0.0,0.0,0.8,1.3,0.9,1.0,1.9,0.2,0.3,0.2,0.6,1.3,1.9
2.0,PF,Toni Rocak,SR,6-9,220,UC San Diego,San Francisco,2021-22,UC San Diego,Big West,27,727,18.2,0.523,0.48,5.7,23.4,14.8,18.5,2.5,2.2,20.6,36.5,402,91.1,98.3,0.1,1.2,1.3,-3.0,-0.6,-3.6,26.9,5.5,11.8,5.1,10.4,0.3,1.3,3.9,5.9,1.2,5.3,6.5,2.0,1.1,0.6,3.8,3.2,15.2
2.0,SG,Marlon Ruffin,SR,6-5,195,Portland State,Cal Poly Humboldt,2021-22,Portland State,Big Sky,30,637,16.5,0.504,0.45799999999999996,6.4,10.7,8.5,6.7,2.2,0.4,10.4,24.9,280,103.7,103.2,1.0,0.8,1.8,-1.0,-1.7,-2.6,21.2,3.5,8.3,2.9,6.1,0.6,2.2,2.2,3.1,1.3,1.9,3.2,0.7,0.8,0.1,1.1,1.7,9.8
2.0,PF,Clarence Rupert,RS FR,6-8,245,Saint Peter's,Southern Illinois,2022-23,Southern Illinois,MVC,33,524,18.0,0.617,0.654,8.6,18.9,14.0,9.1,1.9,2.6,17.1,19.9,175,108.4,93.6,0.8,1.2,2.0,-1.1,1.2,0.1,15.9,2.5,3.9,2.5,3.7,0.1,0.3,0.6,1.6,1.0,2.5,3.5,0.6,0.5,0.4,1.0,1.9,5.8
2.0,PF,Clarence Rupert,RS FR,6-8,245,Saint Peter's,Southern Illinois,2021-22,Saint Peter's,MAAC,30,402,15.0,0.48200000000000004,0.47,9.6,13.1,11.4,11.1,1.8,3.8,12.2,20.1,135,102.2,95.1,0.5,0.8,1.3,-1.0,1.7,0.6,13.4,1.8,3.9,1.7,3.6,0.1,0.3,0.7,1.4,1.1,1.5,2.6,0.7,0.4,0.4,0.6,1.8,4.4
2.0,SG,Brandon Rush,RS SO,6-3,175,Fairleigh Dickinson,Youngstown State,2022-23,Youngstown State,Horizon,34,901,19.5,0.603,0.584,1.6,10.4,6.1,9.0,2.4,1.5,13.1,25.1,402,113.1,104.6,2.2,1.1,3.2,2.7,-0.7,2.0,26.5,5.1,10.6,2.8,4.7,2.3,6.0,1.5,1.9,0.4,2.4,2.7,1.3,1.1,0.4,1.7,1.9,13.9
2.0,SG,Brandon Rush,RS SO,6-3,175,Fairleigh Dickinson,Youngstown State,2021-22,Fairleigh Dickinson,NEC,25,691,15.5,0.502,0.457,2.2,10.1,6.0,15.4,1.6,0.3,12.9,29.0,325,98.6,115.5,0.8,0.0,0.8,0.6,-4.2,-3.6,27.6,5.0,12.6,3.4,7.2,1.6,5.4,2.6,3.2,0.6,2.4,3.0,1.8,0.8,0.1,2.1,1.2,14.2
2.0,SF,Coreyoun Rushin,SR,6-6,198,Chicago State,Tarleton State,2022-23,Tarleton State,WAC,27,284,10.1,0.55,0.5710000000000001,6.7,12.8,9.6,11.8,2.2,3.0,26.0,15.9,76,93.6,99.8,0.1,0.5,0.5,-4.1,1.1,-3.0,10.5,1.2,2.1,1.2,2.1,0.0,0.0,0.3,0.7,0.6,1.0,1.6,0.6,0.4,0.2,0.9,1.8,2.7
2.0,SF,Coreyoun Rushin,SR,6-6,198,Chicago State,Tarleton State,2021-22,Chicago State,WAC,27,809,14.9,0.49200000000000005,0.47600000000000003,9.6,17.9,13.6,12.5,2.3,2.4,20.2,21.8,281,94.3,108.7,0.4,0.6,0.9,-1.5,-1.4,-2.9,30.0,3.9,8.4,3.8,7.6,0.1,0.8,2.1,3.9,2.6,4.5,7.0,1.6,1.1,0.6,2.6,3.1,10.1
2.0,SG,Nygal Russell,SR,6-4,210,Southeast Missouri State,Towson,2022-23,Towson,CAA,33,922,11.7,0.494,0.47700000000000004,5.0,14.4,9.7,10.6,1.9,0.7,11.9,16.4,254,108.0,102.8,1.2,1.3,2.4,-1.2,0.2,-1.0,27.9,2.8,7.4,1.3,2.9,1.5,4.5,0.7,1.0,1.2,3.4,4.6,1.6,0.9,0.2,1.1,2.8,7.8
2.0,SG,Nygal Russell,SR,6-4,210,Southeast Missouri State,Towson,2021-22,Southeast Missouri State,OVC,31,801,14.1,0.534,0.517,6.4,23.0,14.6,15.2,1.8,1.2,17.1,16.8,261,105.7,105.2,1.0,0.8,1.8,0.3,-1.1,-0.8,25.8,2.8,6.7,1.5,3.0,1.3,3.7,0.9,1.3,1.5,5.0,6.5,2.1,0.8,0.3,1.5,2.7,7.8
2.0,PF,Nikkei Rutty,SR,6-8,235,Monmouth,Prairie View A&M,2021-22,Monmouth,MAAC,32,863,10.5,0.5820000000000001,0.5539999999999999,8.1,22.8,15.5,4.9,1.0,3.2,26.5,7.0,130,111.0,98.6,0.7,1.4,2.1,-1.8,1.3,-0.5,27.0,1.0,1.8,1.0,1.7,0.0,0.0,1.2,2.0,1.9,5.5,7.4,0.7,0.5,0.7,1.0,2.6,3.1
2.0,PG,Jayden Saddler,RS JR,6-1,195,Southern,Saint Peter's,2022-23,Saint Peter's,MAAC,28,648,13.9,0.509,0.495,6.4,6.7,6.6,22.0,1.9,0.4,16.8,20.1,217,104.2,108.0,0.8,0.6,1.4,-0.6,-1.5,-2.1,23.1,3.3,7.0,2.8,5.8,0.4,1.2,0.6,0.9,1.4,1.2,2.5,2.1,0.7,0.1,1.5,2.4,7.6
2.0,PG,Jayden Saddler,RS JR,6-1,195,Southern,Saint Peter's,2021-22,Southern,SWAC,31,938,16.2,0.491,0.473,3.4,9.2,6.2,29.3,4.0,0.9,16.1,21.8,378,101.2,94.9,1.1,1.9,3.0,-0.8,2.0,1.2,30.3,4.8,10.2,4.8,9.7,0.0,0.5,1.5,2.3,0.9,2.2,3.1,4.2,2.2,0.2,2.2,3.1,11.1
2.0,SG,Morgan Safford,RS SO,6-5,210,Wofford,Miami (OH),2022-23,Miami (OH),MAC,27,929,19.2,0.59,0.542,5.3,15.4,10.4,14.3,2.0,1.1,14.3,22.6,405,115.1,107.6,2.3,0.8,3.2,1.6,-1.9,-0.4,34.4,5.2,11.0,3.7,6.6,1.5,4.4,3.6,4.5,1.5,4.4,5.9,2.4,1.2,0.3,2.2,2.9,15.4
2.0,SG,Morgan Safford,RS SO,6-5,210,Wofford,Miami (OH),2021-22,Wofford,Southern,30,848,9.5,0.494,0.483,5.1,11.5,8.2,8.3,1.9,0.5,13.9,14.7,205,103.2,104.7,0.8,0.9,1.7,-1.9,-0.3,-2.2,28.3,2.3,6.0,1.2,2.3,1.1,3.6,0.8,1.4,1.1,2.3,3.4,1.3,0.9,0.1,1.1,2.6,6.5
2.0,PG,Joryam Saizonou,RS FR,6-3,188,St. Bonaventure,UNCG,2022-23,UNC Greensboro,Southern,32,347,7.1,0.479,0.445,0.7,12.3,6.6,9.2,1.4,0.4,15.1,12.9,68,96.6,99.7,0.1,0.6,0.7,-4.1,1.2,-2.9,10.8,0.7,2.0,0.4,0.9,0.3,1.1,0.4,0.6,0.1,1.2,1.3,0.6,0.3,0.0,0.4,0.8,2.2
4.0,C,Kevin Samuel,RSSR,7-0,260,Florida Gulf Coast,South Alabama,2022-23,South Alabama,Sun Belt,34,988,23.7,0.602,0.652,10.8,24.9,18.1,3.5,1.9,8.4,14.4,18.3,347,113.5,90.3,2.0,2.5,4.5,1.3,2.8,4.2,29.1,4.7,7.3,4.7,7.3,0.0,0.0,0.6,2.4,2.6,6.4,9.0,0.5,0.9,2.5,1.4,2.0,10.1
4.0,C,Kevin Samuel,RSSR,7-0,260,Florida Gulf Coast,South Alabama,2021-22,Florida Gulf Coast,A-Sun,33,990,24.0,0.599,0.644,11.8,23.5,17.9,7.3,2.0,10.1,16.7,19.0,365,111.0,95.5,1.9,1.9,3.8,0.7,1.4,2.1,30.0,5.4,8.3,5.4,8.3,0.0,0.0,0.8,2.8,3.1,6.5,9.7,1.1,1.1,2.9,1.9,2.4,11.5
2.5,PG,Taurus Samuels,SR,6-1,190,Dartmouth,Minnesota,2022-23,Minnesota,Big Ten,28,471,5.0,0.385,0.353,1.8,9.0,5.5,9.9,1.3,0.4,12.4,11.1,72,85.5,112.3,-0.1,0.2,0.1,-3.5,0.5,-2.9,16.8,0.7,2.7,0.3,1.0,0.5,1.6,0.4,0.7,0.3,1.3,1.6,0.9,0.4,0.1,0.4,0.8,2.3
2.5,PG,Taurus Samuels,SR,6-1,190,Dartmouth,Minnesota,2021-22,Dartmouth,Ivy,23,656,11.8,0.48700000000000004,0.442,0.5,8.3,4.3,12.5,1.4,0.5,7.9,19.5,209,103.5,106.4,0.8,0.6,1.4,-2.1,-1.0,-3.1,28.5,3.1,8.6,1.8,4.4,1.3,4.2,1.8,2.3,0.1,2.0,2.1,1.7,0.7,0.1,0.8,1.8,9.4
2.0,SG,Colton Sandage,RS JR,6-2,190,Western Illinois,Illinois State,2021-22,Western Illinois,Summit,31,977,17.0,0.581,0.542,1.5,13.2,6.9,15.4,2.2,1.0,14.8,20.5,399,113.2,106.3,2.2,0.9,3.1,0.0,-0.1,-0.1,31.5,4.4,10.0,2.3,4.0,2.1,6.0,2.5,3.2,0.5,3.5,3.9,2.6,1.3,0.3,2.0,3.2,13.4
2.0,SG,Jorell Saterfield,RS SO,6-4,190,UTEP,Portland State,2022-23,Portland State,Big Sky,31,1003,12.5,0.491,0.467,3.9,12.5,7.9,6.6,1.0,0.6,7.4,21.7,373,102.6,109.5,1.1,0.7,1.8,0.2,-2.5,-2.2,32.4,4.7,12.3,2.6,6.2,2.1,6.1,1.6,2.1,1.1,3.2,4.3,1.1,0.6,0.2,1.1,1.9,13.1
2.0,SG,Jorell Saterfield,RS SO,6-4,190,UTEP,Portland State,2021-22,UTEP,CUSA,33,692,11.5,0.563,0.552,1.7,8.6,5.1,5.9,1.8,0.6,6.7,13.7,168,113.3,102.1,1.0,0.9,1.9,-0.2,0.4,0.2,21.0,2.0,5.0,0.5,1.5,1.5,3.4,0.2,0.2,0.3,1.5,1.8,0.6,0.6,0.1,0.4,1.4,5.7
2.0,SG,Keshaun Saunders,RS JR,6-5,190,Toledo,Portland State,2022-23,Portland State,Big Sky,27,403,6.4,0.489,0.444,1.4,8.2,4.6,12.7,1.5,0.0,21.1,19.0,121,88.9,109.8,-0.1,0.3,0.2,-6.9,-2.5,-9.4,14.9,1.6,4.0,1.3,2.3,0.3,1.6,1.0,1.3,0.2,1.0,1.1,1.1,0.4,0.0,1.2,2.1,4.5
2.0,SG,Keshaun Saunders,RS JR,6-5,190,Toledo,Portland State,2021-22,Toledo,MAC,28,349,7.9,0.562,0.556,2.6,8.9,6.0,4.9,0.7,0.0,19.6,15.2,87,98.5,104.3,0.2,0.4,0.6,-3.2,-1.3,-4.5,12.5,1.3,2.9,0.8,1.5,0.6,1.4,0.3,0.4,0.3,1.1,1.4,0.4,0.1,0.0,0.8,1.1,3.5
2.0,SG,Devon Savage,RS FR,6-4,190,James Madison,Merrimack,2022-23,Merrimack,NEC,33,768,14.4,0.5579999999999999,0.5539999999999999,2.4,13.5,8.0,5.6,4.2,2.4,8.6,14.8,185,105.8,91.6,0.7,1.9,2.6,-1.7,1.5,-0.2,23.3,2.2,5.6,0.4,0.8,1.8,4.8,0.3,0.5,0.5,2.6,3.1,0.6,1.6,0.5,0.5,1.8,6.5
2.0,SG,Baylor Scheierman,RS SO,6-7,201,South Dakota State,Creighton,2022-23,Creighton,Big East,37,1211,17.8,0.568,0.5379999999999999,3.6,24.0,14.5,18.4,1.8,0.7,16.1,21.1,478,109.3,96.6,2.2,2.4,4.6,4.2,3.6,7.8,32.7,4.4,10.3,2.0,3.8,2.4,6.5,1.7,2.0,0.9,7.3,8.3,3.3,1.0,0.2,2.2,2.1,12.8
