Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
5290,Isaiah Adams,SO,2021-22,F,Central Florida,AAC,27,392,14.5,1.4,4.1,0.9,2.4,0.5,1.8,0.7,1.1,0.4,1.8,2.2,1.0,0.6,0.3,1.4,1.4,4.1
5291,Matt Allocco,SO,2021-22,G,Princeton,Ivy,30,642,21.4,1.5,2.9,0.9,1.5,0.6,1.4,0.5,0.9,0.5,2.3,2.8,1.5,0.6,0.1,0.7,1.4,4.1
5292,Cole Anderson,FR,2021-22,G,UC Santa Barbara,Big West,27,283,10.5,1.4,3.1,0.5,1.0,0.9,2.1,0.5,0.6,0.1,0.6,0.7,0.3,0.2,0.0,0.2,0.8,4.1
5293,Bryce Beamer,JR,2021-22,F,Binghamton,AEC,20,165,8.3,1.5,3.5,0.8,1.5,0.7,2.1,0.5,0.5,0.6,0.8,1.3,0.2,0.4,0.1,0.2,1.2,4.1
5294,Jaden Bediako,JR,2021-22,C,Santa Clara,WCC,25,431,17.2,1.7,3.0,1.7,3.0,0.0,0.0,0.6,1.2,1.8,3.1,4.9,0.6,0.2,1.1,0.7,2.1,4.1
5295,Braden Bell,SR,2021-22,F,Marist,MAAC,29,452,15.6,1.5,4.2,0.9,1.9,0.6,2.3,0.4,0.5,0.6,2.6,3.1,0.9,0.4,0.3,0.8,1.2,4.1
5296,Josh Berenbaum,FR,2020-21,G,North Florida,A-Sun,13,99,7.6,1.6,2.8,0.8,1.3,0.8,1.5,0.1,0.2,0.5,1.2,1.7,0.2,0.1,0.0,0.5,0.5,4.1
5297,Juston Betz,JR,2020-21,G,Bellarmine,A-Sun,22,568,25.8,1.6,3.2,1.3,2.4,0.4,0.8,0.5,1.0,0.8,2.1,3.0,2.4,1.4,0.0,0.9,2.3,4.1
5298,Jacob Boonyasith,JR,2020-21,G,Maryland-Baltimore County,AEC,14,207,14.8,1.3,4.1,0.4,1.1,0.9,2.9,0.6,0.9,0.4,1.7,2.1,0.5,0.5,0.1,0.7,1.3,4.1
5299,John Bowen,SR,2020-21,F,UNC Wilmington,CAA,12,190,15.8,1.8,2.8,1.8,2.8,0.0,0.1,0.6,0.9,1.8,1.6,3.4,0.2,0.6,1.2,0.4,1.6,4.1
5300,Jalen Breazeale,FR,2021-22,G,South Carolina Upstate,Big South,30,543,18.1,1.4,3.9,1.0,2.2,0.4,1.7,0.9,1.3,0.2,1.7,1.9,2.2,0.6,0.1,1.6,1.4,4.1
5301,Brendon Brooks,SR,2021-22,G,Southern,SWAC,31,421,13.6,1.3,3.0,0.4,1.1,0.9,1.9,0.5,0.7,0.1,0.7,0.7,1.7,0.7,0.0,0.8,1.1,4.1
5302,Jeremiah Buford,SR,2020-21,G,Nicholls State,Southland,25,336,13.4,1.2,3.1,0.4,0.9,0.8,2.2,0.8,1.1,0.4,0.9,1.3,0.4,0.6,0.1,0.4,1.1,4.1
5303,Ethan Chargois,SR,2021-22,F,Oklahoma,Big 12,31,449,14.5,1.6,3.0,1.2,2.0,0.4,1.0,0.6,0.9,0.9,1.9,2.8,1.9,0.6,0.3,1.4,1.8,4.1
5304,Brandton Chatfield,FR,2021-22,F,Seattle,WAC,31,429,13.8,1.5,2.4,1.5,2.4,0.0,0.0,1.0,1.3,1.5,1.8,3.4,0.2,0.3,1.0,0.9,2.2,4.1
5305,Erik Czumbel,SO,2020-21,G,UTSA,CUSA,25,565,22.6,1.2,3.1,0.4,1.0,0.8,2.1,0.9,1.2,0.2,1.8,2.0,1.8,0.6,0.0,0.8,2.2,4.1
5306,Jalen Deloach,FR,2021-22,F,Virginia Commonwealth,A-10,31,420,13.5,1.9,3.2,1.9,3.2,0.0,0.0,0.3,1.1,1.5,2.2,3.7,0.5,0.2,0.9,1.0,2.7,4.1
5307,Ebenezer Dowuona,SO,2021-22,F,NC State,ACC,31,761,24.5,1.7,3.0,1.7,3.0,0.0,0.0,0.8,1.2,2.0,2.0,4.1,0.2,0.4,1.7,0.5,3.2,4.1
5308,Kenyon Duling,JR,2020-21,G,North Carolina A&T,MEAC,19,321,16.9,1.5,3.7,1.1,2.1,0.5,1.7,0.5,1.3,0.6,1.2,1.8,0.7,0.3,0.1,0.8,1.3,4.1
5309,David Early,FR,2020-21,G,Marshall,CUSA,22,247,11.2,1.3,3.5,0.4,1.1,1.0,2.4,0.5,0.7,0.2,1.0,1.2,0.5,0.5,0.0,0.8,0.9,4.1
5310,Quirin Emanga,SO,2020-21,G,Northeastern,CAA,18,398,22.1,1.3,2.9,0.7,1.2,0.7,1.7,0.8,0.8,0.4,2.1,2.4,0.9,0.2,0.2,0.7,1.3,4.1
5311,Jacob Eyman,SO,2020-21,F,Portland State,Big Sky,20,340,17.0,1.7,3.3,1.7,3.3,0.0,0.0,0.7,1.6,1.1,2.2,3.2,0.2,0.5,1.2,0.8,2.8,4.1
5312,Avery Felts,FR,2020-21,G,Arkansas State,Sun Belt,23,319,13.9,1.4,3.4,0.6,0.9,0.8,2.5,0.4,0.6,0.2,1.1,1.3,1.0,0.7,0.0,0.7,0.9,4.1
5313,Makale Foreman,SR,2021-22,G,California,Pac-12,31,401,12.9,1.5,4.2,0.8,1.5,0.7,2.7,0.5,0.5,0.2,0.7,0.9,0.8,0.4,0.0,0.5,0.6,4.1
5314,Caleb Furst,FR,2021-22,F,Purdue,Big Ten,34,498,14.6,1.4,2.4,1.1,1.6,0.3,0.8,1.0,1.4,1.1,2.1,3.2,0.4,0.2,0.2,0.6,1.1,4.1
5315,Taelyr Gatlin,SR,2021-22,G,Denver,Summit,28,516,18.4,1.4,3.6,0.7,1.5,0.7,2.0,0.5,0.7,0.5,1.4,2.0,0.8,0.8,0.0,0.6,1.8,4.1
5316,Matt Grace,SR,2021-22,F,Richmond,A-10,37,568,15.4,1.5,3.7,0.8,1.3,0.7,2.4,0.5,0.6,0.8,1.6,2.4,1.0,0.5,0.5,0.5,1.3,4.1
5317,Jesper Granlund,SO,2021-22,F,Longwood,Big South,33,678,20.5,1.4,3.6,0.7,1.7,0.7,1.9,0.5,0.9,1.2,1.2,2.3,1.0,0.4,0.4,0.6,1.4,4.1
5318,Robbie Heath,SO,2020-21,G,Pepperdine,WCC,7,90,12.9,0.7,3.9,0.6,2.4,0.1,1.4,2.6,3.1,0.4,1.0,1.4,0.9,0.1,0.1,1.0,1.0,4.1
5319,Samaad Hector,JR,2020-21,F,Sacramento State,Big Sky,17,252,14.8,1.5,2.9,1.1,1.6,0.5,1.3,0.5,0.8,1.6,2.6,4.3,0.2,0.2,0.4,0.3,2.1,4.1
5320,Alex Holt,FR,2020-21,F,High Point,Big South,21,307,14.6,1.5,3.5,1.5,3.3,0.0,0.2,1.0,1.6,1.4,1.6,3.0,0.4,0.2,0.3,0.7,1.8,4.1
5321,Jerome Hunter,JR,2021-22,F,Xavier,Big East,35,534,15.3,1.4,4.3,1.0,2.4,0.4,1.9,0.9,1.2,0.9,2.0,2.9,0.6,0.5,0.1,1.0,1.5,4.1
5322,Elijah Ifejeh,SR,2020-21,F,Southeastern Louisiana,Southland,24,379,15.8,1.4,2.9,1.4,2.9,0.0,0.0,1.3,2.1,1.7,2.1,3.8,0.3,0.3,0.5,1.0,2.8,4.1
5323,Devin Jackson,FR,2021-22,G,Alabama State,SWAC,22,474,21.5,1.2,4.0,0.9,2.7,0.4,1.3,1.3,2.0,0.6,1.8,2.5,2.5,1.3,0.0,1.8,1.6,4.1
5324,Jason Jitoboh,JR,2021-22,C,Florida,SEC,18,191,10.6,1.7,2.7,1.7,2.7,0.0,0.1,0.6,0.9,1.2,1.2,2.4,0.4,0.3,0.6,0.3,2.0,4.1
5325,Tai'reon Joseph,SO,2021-22,G,Radford,Big South,29,500,17.2,1.4,4.2,0.7,1.6,0.8,2.6,0.4,0.6,0.1,1.4,1.5,0.7,0.5,0.0,0.6,1.1,4.1
5326,Caleb Kenney,FR,2021-22,G,Holy Cross,Patriot,31,647,20.9,1.6,3.4,1.6,3.3,0.0,0.1,0.8,1.4,1.9,2.1,4.1,0.7,0.6,0.9,1.0,1.8,4.1
5327,Ethan Kilgore,FR,2020-21,G,Idaho,Big Sky,21,321,15.3,1.6,3.8,1.5,3.0,0.1,0.7,0.8,1.2,0.7,1.6,2.3,0.6,0.3,0.3,1.1,1.3,4.1
5328,Francis Lacis,JR,2020-21,F,Oral Roberts,Summit,29,612,21.1,1.5,4.0,0.8,1.2,0.7,2.8,0.4,0.8,1.2,2.5,3.7,1.4,0.7,0.9,0.9,3.1,4.1
5329,Mason Landdeck,FR,2021-22,G,Eastern Washington,Big Sky,31,418,13.5,1.2,4.2,0.8,2.0,0.4,2.2,1.3,1.5,0.2,1.1,1.3,1.6,0.8,0.0,1.4,1.9,4.1
5330,Isaiah Lewis,SO,2020-21,G,Northern Arizona,Big Sky,20,369,18.5,1.4,3.6,1.2,2.9,0.3,0.7,1.1,1.7,1.1,1.8,2.9,1.2,0.5,0.1,1.3,1.7,4.1
5331,Terence Lewis,JR,2020-21,F,North Texas,CUSA,23,212,9.2,1.6,2.6,1.4,2.3,0.1,0.3,0.8,1.0,0.7,1.6,2.3,0.6,0.6,0.1,0.6,0.7,4.1
5332,Tayler Mattos,SR,2021-22,C,New Hampshire,AEC,25,398,15.9,1.6,3.6,1.6,3.6,0.0,0.0,0.9,1.5,1.7,3.6,5.3,0.5,0.4,0.4,0.9,1.6,4.1
5333,K.J. McClurg,FR,2020-21,G,New Hampshire,AEC,15,179,11.9,1.1,3.4,0.9,2.1,0.3,1.3,1.5,1.8,0.3,0.6,0.9,0.3,0.3,0.0,0.9,1.5,4.1
5334,Lucas Moerman,FR,2021-22,G,Air Force,MWC,27,539,20.0,1.6,3.8,1.0,2.1,0.6,1.7,0.4,1.0,1.0,3.0,3.9,0.6,0.3,1.6,1.1,3.0,4.1
5335,Rahmir Moore,SO,2020-21,G,Saint Joseph's,A-10,20,423,21.2,1.3,4.2,1.1,2.8,0.2,1.4,1.4,1.8,0.8,1.7,2.4,1.6,0.7,0.1,1.2,1.9,4.1
5336,Carter Murphy,SO,2020-21,G,Air Force,MWC,8,172,21.5,1.3,3.5,0.6,1.1,0.6,2.4,1.0,1.0,0.3,1.8,2.0,1.1,0.8,0.3,1.3,2.6,4.1
5337,Jadyn Parker,FR,2020-21,F,North Florida,A-Sun,21,239,11.4,1.8,3.5,1.7,3.3,0.0,0.2,0.6,1.1,1.1,1.3,2.4,0.4,0.2,0.6,0.7,2.2,4.1
5338,Kirk Parker,JR,2020-21,C,Southern,SWAC,11,197,17.9,1.5,3.3,1.5,3.2,0.0,0.1,1.0,1.4,1.5,4.0,5.5,0.3,0.2,0.4,1.0,1.9,4.1
5339,Mike Peake,SO,2021-22,F,New Mexico State,WAC,34,453,13.3,1.6,3.1,1.0,1.6,0.5,1.4,0.4,0.7,1.1,1.3,2.4,0.6,0.2,0.4,0.6,1.4,4.1
5340,Omari Peek-Green,SO,2020-21,G,Delaware State,MEAC,15,173,11.5,1.5,4.1,0.7,1.9,0.7,2.2,0.5,0.7,0.3,1.2,1.5,0.5,0.3,0.1,1.2,1.5,4.1
5341,Langston Powell,JR,2021-22,G,Louisiana-Monroe,Sun Belt,27,461,17.1,1.4,3.5,1.1,2.3,0.3,1.3,1.1,1.5,0.4,0.9,1.3,0.6,0.6,0.2,0.4,1.6,4.1
5342,Osei Price,FR,2021-22,G,Oakland,Horizon,32,675,21.1,1.4,3.1,0.6,1.1,0.8,2.0,0.5,0.6,0.6,1.4,2.0,0.8,0.8,0.1,1.0,2.0,4.1
5343,Nate Pryor,JR,2020-21,G,Washington,Pac-12,16,278,17.4,1.6,4.4,1.4,3.6,0.2,0.8,0.8,1.6,0.3,1.1,1.3,1.6,0.7,0.1,1.2,0.5,4.1
5344,Dakota Rivers,JR,2021-22,F,Florida Gulf Coast,A-Sun,21,243,11.6,1.5,3.1,0.6,1.1,0.9,2.0,0.3,0.7,0.7,2.0,2.6,0.6,0.4,0.4,0.3,1.1,4.1
5345,Shiloh Robinson,SO,2020-21,F,Liberty,A-Sun,29,427,14.7,1.6,3.2,1.4,2.4,0.2,0.8,0.7,1.1,0.7,2.9,3.6,0.3,0.1,0.6,0.7,1.7,4.1
5346,Lazaro Rojas,SR,2020-21,F,UT Arlington,Sun Belt,12,125,10.4,1.6,2.5,1.6,2.4,0.0,0.1,0.9,1.3,1.3,1.9,3.2,0.4,0.4,0.3,0.6,1.1,4.1
5347,Jace Roquemore,FR,2020-21,G,UC San Diego,Big West,17,376,22.1,1.7,4.1,1.5,3.0,0.2,1.1,0.5,1.1,0.1,2.7,2.8,2.8,0.5,0.2,1.8,0.9,4.1
5348,B.J. Shaw,JR,2020-21,G,UC Davis,Big West,13,175,13.5,1.7,3.5,1.7,3.5,0.0,0.0,0.7,1.0,0.8,2.2,3.0,0.2,0.5,0.2,1.0,1.8,4.1
5349,Aquan Smart,FR,2021-22,G,Florida International,CUSA,26,340,13.1,1.3,3.5,0.7,1.9,0.6,1.6,0.8,1.2,0.0,1.5,1.5,1.6,0.7,0.3,1.7,2.0,4.1
5350,TK Smith,JR,2021-22,G,Troy,Sun Belt,22,260,11.8,1.2,3.7,0.5,1.4,0.7,2.3,1.0,1.5,0.4,0.9,1.3,0.9,0.5,0.2,1.0,1.0,4.1
5351,Lucas Stieber,FR,2021-22,G,Green Bay,Horizon,28,677,24.2,1.4,3.8,0.6,1.3,0.8,2.5,0.5,0.7,0.2,2.7,2.9,3.5,0.5,0.4,1.5,1.5,4.1
5352,Riley Till,SR,2020-21,F,Cal Poly,Big West,20,425,21.3,1.5,3.0,1.4,2.4,0.1,0.6,1.1,1.6,1.3,2.4,3.7,0.5,0.5,0.8,1.5,2.1,4.1
5353,Miguel Tomley,FR,2020-21,G,Santa Clara,WCC,16,242,15.1,1.3,3.2,0.7,1.3,0.6,1.9,0.8,0.9,0.1,1.3,1.4,1.3,0.3,0.0,0.9,1.3,4.1
5354,Jadrian Tracey,FR,2020-21,F,Saint Joseph's,A-10,20,250,12.5,1.4,3.4,1.0,1.9,0.5,1.5,0.8,1.2,0.9,1.7,2.6,0.5,0.6,0.1,1.0,1.9,4.1
5355,Brandon Weatherspoon,SO,2021-22,G,Florida Atlantic,CUSA,27,319,11.8,1.5,3.7,0.7,1.1,0.8,2.6,0.3,0.4,0.6,1.2,1.8,0.4,0.4,0.1,0.2,0.8,4.1
5356,Andrew Welage,SO,2021-22,G,Wright State,Horizon,34,513,15.1,1.4,3.2,0.8,1.2,0.7,2.0,0.5,0.7,0.3,1.5,1.8,1.2,0.2,0.1,0.9,1.2,4.1
5357,Tre Wood,SO,2020-21,G,Long Island University,NEC,17,346,20.4,1.8,6.1,1.7,4.8,0.1,1.2,0.5,1.1,0.7,1.7,2.4,2.1,0.7,0.0,2.6,1.7,4.1
5358,Adefolarin Adetogun,FR,2020-21,G,Maine,AEC,8,147,18.4,1.5,4.9,1.0,2.0,0.5,2.9,0.5,0.6,0.4,2.5,2.9,1.6,0.6,0.6,0.9,2.0,4.0
5359,Jeron Artest,SO,2020-21,G,UC Irvine,Big West,27,547,20.3,1.4,4.1,0.5,1.7,0.9,2.4,0.3,0.6,0.4,1.9,2.2,1.3,0.7,0.1,1.1,1.6,4.0
5360,Marchelus Avery,FR,2021-22,F,New Mexico State,WAC,23,255,11.1,1.4,3.2,1.0,1.8,0.4,1.3,0.8,1.2,0.9,1.6,2.5,0.6,0.5,0.3,0.6,0.9,4.0
5361,Myles Baker,JR,2021-22,G,Eastern Illinois,OVC,1,14,14.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0
5362,Tariq Balogun,SO,2021-22,F,Eastern Kentucky,A-Sun,22,313,14.2,1.5,2.6,1.5,2.5,0.0,0.0,1.0,1.8,0.7,1.4,2.0,0.3,0.2,1.4,0.7,1.6,4.0
5363,Jamaal Barnes,JR,2021-22,G,Utah Tech,WAC,10,57,5.7,1.6,3.5,1.1,2.2,0.5,1.3,0.3,0.4,0.6,0.4,1.0,0.7,0.3,0.0,0.2,0.4,4.0
5364,Timothy Barnes,FR,2021-22,G,Kansas City,Summit,22,263,12.0,1.6,2.4,1.4,2.0,0.2,0.4,0.6,1.0,0.4,1.2,1.5,0.5,0.6,0.0,0.6,1.3,4.0
5365,Shakwon Barrett,SO,2020-21,G,Tennessee State,OVC,21,445,21.2,1.5,3.9,1.0,2.2,0.5,1.6,0.4,0.7,0.7,2.0,2.7,1.7,0.9,0.1,1.3,1.4,4.0
5366,Xavier Bell,FR,2020-21,G,Drexel,CAA,20,229,11.5,1.5,3.5,1.0,2.2,0.6,1.3,0.5,0.6,0.2,0.6,0.8,1.0,0.3,0.1,0.7,1.0,4.0
5367,Caden Boser,SO,2021-22,F,Kansas City,Summit,30,364,12.1,1.5,3.2,0.7,1.3,0.7,2.0,0.4,0.5,0.4,1.1,1.5,0.4,0.2,0.2,0.3,2.1,4.0
5368,Kyle Bowen,SO,2020-21,F,Saint Mary's (CA),WCC,24,604,25.2,1.4,4.0,0.8,1.5,0.6,2.6,0.5,0.7,1.5,4.4,5.8,0.5,0.7,0.4,0.7,2.5,4.0
5369,Tyre Boykin,FR,2020-21,G,Kansas City,Summit,2,26,13.0,1.5,4.0,1.0,2.5,0.5,1.5,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,4.0
5370,Even Brauns,FR,2020-21,C,Belmont,OVC,30,278,9.3,1.7,3.0,1.7,3.0,0.0,0.0,0.6,0.7,0.8,1.4,2.2,0.3,0.1,0.5,0.5,1.2,4.0
5371,Mikeal Brown-Jones,SO,2021-22,F,Virginia Commonwealth,A-10,29,314,10.8,1.4,2.6,1.3,2.2,0.1,0.4,1.0,1.5,0.8,1.8,2.6,0.3,0.3,0.5,0.7,1.4,4.0
5372,Tyree Campbell,FR,2020-21,G,California Baptist,WAC,1,10,10.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0
5373,Drew Cobb,SR,2021-22,G,Long Beach State,Big West,28,652,23.3,1.3,3.8,0.9,2.5,0.4,1.3,1.2,1.6,1.0,2.2,3.2,1.5,0.9,0.1,0.9,0.8,4.0
5374,Perry Cowan,JR,2021-22,G,Brown,Ivy,25,383,15.3,1.4,4.1,0.4,0.6,1.0,3.5,0.2,0.3,0.2,0.8,1.0,0.5,0.3,0.1,0.4,1.2,4.0
5375,Manny Crump,JR,2020-21,F,Sam Houston State,Southland,27,315,11.7,1.7,3.0,1.6,2.7,0.1,0.2,0.6,1.0,1.0,1.4,2.4,0.5,0.6,0.5,1.0,2.7,4.0
5376,Deang Deang,SR,2020-21,G,Eastern Illinois,OVC,17,262,15.4,1.7,4.0,1.2,2.5,0.5,1.5,0.1,0.3,0.5,1.6,2.1,1.2,0.7,0.2,1.2,1.5,4.0
5377,David Didenko,JR,2021-22,F,Tennessee-Martin,OVC,22,309,14.0,1.3,4.1,0.3,0.9,1.0,3.2,0.5,0.6,0.7,1.9,2.6,0.8,0.2,0.1,1.1,1.1,4.0
5378,Patrick Dorsey,JR,2021-22,G,Navy,Patriot,16,269,16.8,1.4,4.4,0.6,1.3,0.8,3.1,0.3,0.6,1.1,2.4,3.4,0.9,1.1,0.1,0.8,1.1,4.0
5379,Reed Fenton,JR,2021-22,G,Lehigh,Patriot,29,434,15.0,1.4,3.8,0.8,1.8,0.6,2.1,0.6,0.8,0.2,1.5,1.7,1.2,0.3,0.0,0.7,1.3,4.0
5380,Kimo Ferrari,SO,2021-22,G,Brown,Ivy,25,424,17.0,1.3,3.6,0.2,0.6,1.1,3.0,0.2,0.4,0.4,1.0,1.4,1.2,0.6,0.0,0.6,2.5,4.0
5381,Omar Figueroa,FR,2021-22,G,North Alabama,A-Sun,24,196,8.2,1.5,3.7,1.0,2.0,0.5,1.6,0.4,0.5,0.4,0.8,1.2,0.5,0.3,0.0,0.4,0.8,4.0
5382,Nick Fiorillo,JR,2021-22,F,Vermont,AEC,34,442,13.0,1.5,3.5,0.8,1.3,0.7,2.2,0.4,0.5,0.5,2.2,2.7,0.9,0.3,0.1,0.4,1.2,4.0
5383,Xavier Foster,FR,2020-21,F,Iowa State,Big 12,7,55,7.9,1.4,2.3,1.0,1.7,0.4,0.6,0.7,1.0,0.6,1.1,1.7,0.1,0.3,0.3,0.6,1.6,4.0
5384,Dre Fuller,JR,2021-22,G,Central Florida,AAC,24,294,12.3,1.5,3.4,1.1,2.4,0.4,1.0,0.6,0.8,0.6,1.7,2.3,0.6,0.5,0.1,0.7,1.1,4.0
5385,Jalen Gaffney,JR,2021-22,G,Connecticut,Big East,33,421,12.8,1.1,3.2,0.7,1.9,0.4,1.3,1.3,1.7,0.2,1.2,1.5,2.0,0.5,0.1,0.9,1.4,4.0
5386,Greg Gantt,SO,2020-21,F,Providence,Big East,26,557,21.4,1.5,3.6,1.2,2.3,0.3,1.3,0.7,1.0,0.8,2.3,3.1,1.7,0.6,0.3,1.0,2.2,4.0
5387,Samson George,SR,2020-21,F,Central Arkansas,Southland,15,270,18.0,1.5,4.7,1.5,4.1,0.0,0.7,1.1,1.7,1.1,2.6,3.7,0.4,0.1,0.1,1.4,2.2,4.0
5388,Chris Greene,JR,2020-21,F,Cleveland State,Horizon,23,166,7.2,1.4,3.0,1.0,1.5,0.4,1.5,0.8,1.1,0.5,1.0,1.5,0.2,0.2,0.0,0.6,1.7,4.0
5389,Brendan Harrick,JR,2020-21,G,Cal State Northridge,Big West,22,361,16.4,1.3,4.5,0.4,1.3,0.9,3.2,0.5,0.6,0.4,1.1,1.5,0.6,0.1,0.1,0.8,1.3,4.0
5390,Chris Harris,SO,2020-21,G,Oklahoma State,Big 12,1,6,6.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
5393,Ayinde Hikim,SO,2020-21,G,La Salle,A-10,11,157,14.3,1.5,4.2,1.1,3.5,0.4,0.6,0.7,1.0,0.3,0.6,0.9,2.5,0.9,0.0,0.9,1.5,4.0
5394,Hakon Hjalmarsson,JR,2021-22,G,Binghamton,AEC,22,249,11.3,1.6,3.8,1.1,1.9,0.5,1.9,0.3,0.4,0.2,1.2,1.4,1.0,0.3,0.0,1.3,1.2,4.0
5395,Bostyn Holt,JR,2021-22,F,Utah,Pac-12,3,26,8.7,1.0,1.7,0.7,1.0,0.3,0.7,1.7,2.0,1.0,2.0,3.0,1.3,0.3,0.3,0.3,0.7,4.0
5396,Di'Andre Howell-South,FR,2021-22,G,St. Francis (NY),NEC,2,23,11.5,2.0,6.5,2.0,5.5,0.0,1.0,0.0,0.0,1.5,0.5,2.0,0.5,0.5,0.0,0.5,1.5,4.0
5397,Trent Hudgens,FR,2021-22,G,Northern Colorado,Big Sky,3,37,12.3,1.7,4.7,1.0,3.0,0.7,1.7,0.0,0.0,0.3,2.7,3.0,2.0,0.3,0.0,1.0,0.3,4.0
5398,Miles James,SR,2021-22,G,Cal State Northridge,Big West,25,473,18.9,1.6,4.4,1.2,2.9,0.4,1.5,0.3,0.6,0.6,2.1,2.7,0.8,0.6,0.1,0.9,2.6,4.0
5399,Isaac Johnson,JR,2020-21,G,Nicholls State,Southland,6,78,13.0,1.2,4.8,0.3,2.5,0.8,2.3,0.8,1.2,0.3,1.7,2.0,0.7,0.7,0.0,1.0,1.5,4.0
5400,Keshad Johnson,SO,2020-21,F,San Diego State,MWC,24,324,13.5,1.4,3.0,1.1,2.2,0.3,0.9,0.9,1.7,1.0,2.5,3.6,0.7,0.3,0.5,0.5,1.1,4.0
5401,Deandre Jones,SR,2021-22,G,Saint Louis,A-10,34,513,15.1,1.3,3.1,0.5,1.2,0.7,2.0,0.7,0.8,0.5,1.0,1.5,1.4,0.6,0.1,0.6,1.6,4.0
5402,John Jones,SR,2020-21,G,Texas Southern,SWAC,25,354,14.2,1.2,4.5,0.3,1.5,0.9,3.0,0.6,0.8,0.2,0.6,0.7,0.8,0.4,0.0,0.8,1.4,4.0
5403,Naseem Khaalid,FR,2020-21,G,Morgan State,MEAC,3,46,15.3,1.3,2.7,1.0,1.7,0.3,1.0,1.0,1.3,0.7,0.0,0.7,2.3,0.3,0.0,1.0,3.3,4.0
5404,Danya Kingsby,SR,2020-21,G,Bradley,MVC,21,407,19.4,1.5,4.1,1.2,2.7,0.3,1.5,0.6,0.7,0.2,1.5,1.8,1.6,0.6,0.2,1.4,1.8,4.0
5405,Konrad Kiszka,JR,2021-22,G,Princeton,Ivy,1,8,8.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0
5406,Kai Kostmayer,FR,2020-21,F,Bryant,NEC,6,46,7.7,1.8,3.2,1.7,2.8,0.2,0.3,0.2,0.3,0.3,1.5,1.8,0.7,0.2,0.0,0.5,0.5,4.0
5407,Julian Larry,FR,2020-21,G,Indiana State,MVC,25,509,20.4,1.3,4.1,0.9,2.6,0.4,1.5,1.0,1.5,0.6,1.7,2.3,1.6,1.1,0.1,1.0,2.0,4.0
5408,Ben Li,FR,2020-21,F,Lehigh,Patriot,14,170,12.1,1.4,2.9,0.9,1.8,0.5,1.1,0.8,0.9,0.5,1.6,2.1,0.4,0.4,0.2,0.9,1.1,4.0
5409,Tyreke Locure,SO,2021-22,G,UAB,CUSA,8,87,10.9,1.5,3.8,0.9,1.6,0.6,2.1,0.4,0.8,0.1,1.1,1.3,1.1,1.0,0.0,1.0,0.8,4.0
5410,Jakolby Long,SR,2021-22,G,Bethune-Cookman,SWAC,27,610,22.6,1.5,3.9,1.5,3.8,0.0,0.1,1.0,1.3,1.1,1.9,3.0,1.3,1.0,0.0,0.7,2.0,4.0
5411,Ivan Madunic,SR,2020-21,F,Southern Utah,Big Sky,23,424,18.4,1.3,3.5,1.2,2.4,0.1,1.1,1.1,1.4,1.6,2.4,4.0,0.8,0.2,0.7,0.7,2.0,4.0
5412,August Mahoney,JR,2021-22,G,Yale,Ivy,29,427,14.7,1.3,3.2,0.5,1.1,0.8,2.0,0.7,0.9,0.3,2.3,2.6,0.9,0.2,0.0,1.1,1.7,4.0
5413,Romelle Mansel,SO,2020-21,F,Long Beach State,Big West,13,230,17.7,1.5,3.5,1.2,3.2,0.2,0.4,0.8,1.4,1.2,2.4,3.6,0.5,0.6,0.2,0.7,1.8,4.0
5414,Julius Marble,SO,2020-21,F,Michigan State,Big Ten,27,252,9.3,1.5,2.6,1.5,2.6,0.0,0.0,1.0,1.4,0.7,1.4,2.1,0.1,0.1,0.1,0.7,2.2,4.0
5415,Christian McCray,JR,2020-21,G,Cal State Fullerton,Big West,1,9,9.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0
5416,R.J. McGee,SO,2020-21,G,Tulane,AAC,23,382,16.6,1.1,3.2,0.7,1.6,0.4,1.7,1.3,1.6,0.9,2.7,3.6,0.5,0.8,0.5,0.4,1.4,4.0
5417,R.J. McGee,SO,2021-22,G,Tulane,AAC,27,472,17.5,1.4,2.8,1.0,1.6,0.4,1.1,0.9,1.2,0.6,1.9,2.5,0.2,0.8,0.4,0.4,1.7,4.0
5418,Mike Melvin,SR,2020-21,G,North Carolina Central,MEAC,12,190,15.8,1.3,2.9,1.1,2.5,0.3,0.4,1.1,1.5,0.6,1.4,2.0,2.5,1.1,0.0,2.3,1.7,4.0
